text,Kommentar,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16
"Die Location spannend, das Personal grundsätzlich freundlich, das Frühstück allerdings qualitativ durchschnittlich.",,"Personal, serv, pos,","Frühstück, food, neu,","Location, amb, pos,",,,,,,,,,,,,,
Bedienung leider nicht aufmerksam.,,"Bedienung, serv, neg,",,,,,,,,,,,,,,,
"Ein Service der absoluten Spitzenklasse, so extrem aufmerksam und freundlich, wie es heute nur noch selten anzutreffen ist.",,"Service, serv, pos,",,,,,,,,,,,,,,,
"Da war dann immer noch ordentlich Salz drin, aber es war essbar.",,"drin, aber es war, food, neu,","NULL, food, neu,",,,,,,,,,,,,,,
Wir kommen wieder!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Also wer großen Hunger hat wird wahrscheinlich nicht zufrieden gestellt.,,"NULL, food, neg,",,,,,,,,,,,,,,,
Dennoch war die Akustik besser als ich vermutet hätte.,,"Akustik, amb, pos,",,,,,,,,,,,,,,,
"Der Service wirkte gestresst (kein Wunder), war aber freundlich jedoch auch recht unpersönlich, alles musste zackig bestellt werden, Fliessbandfeeling.",,"Service, serv, neg,",,,,,,,,,,,,,,,
"Der Service war herausragend gut, leidenschaftlich und engagiert.",,"Service, serv, pos,",,,,,,,,,,,,,,,
Gestresste überhebliche Kellner und das Essen nur noch Mittelmass.,,"Kellner, serv, neg,","Essen, food, neu,",,,,,,,,,,,,,,
"Toller Service, schnelle und aufmerksame Bedienung.",,"Service, serv, pos,","Bedienung, serv, pos,",,,,,,,,,,,,,,
"Wir waren zufrieden, für den starken Geschäftsgang, kann das Restaurant ja nichts.",,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Insgesamt schöne Beauhausatmosphäre mit nettem Personal.,,"Beauhausatmosphäre, amb, pos,","Personal, serv, pos,",,,,,,,,,,,,,,
"Kein Chichi, tolle spanisch/griechische Küche, wir kommen 2 x im Monat und freuen uns drauf!!!",,"Küche, food, pos,","NULL, restaurantg, pos,",,,,,,,,,,,,,,
!Dieses Lokal können wir sehr guten Gewissens nur empfehlen (und wir empfehlen nur selten Restaurants).,,"Lokal, restaurantg, pos,",,,,,,,,,,,,,,,
"Erlebens- und Sehenswert, alteingessesene Gaststätte, Essen, Bedienung/Service, Atmosphäre, rundum sehr gut, nur zu empfehlen!",,"Essen, food, pos,","Bedienung/Service, serv, pos,","Atmosphäre, amb, pos,","NULL, restaurantg, pos,",,,,,,,,,,,,
"Für uns steht klar ,es war das erste und letzte mal .",,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
"Unsere verschiedenen Gerichte waren alle frisch zubereitet, einschließlich der Beilagen von sehr guter Qualität und freundlich serviert.",,"Gerichte, food, pos,","Beilagen, food, pos,","NULL, serv, pos,",,,,,,,,,,,,,
Die Bedienung war nicht recht kommunikativ und gab uns eher das Gefühl eine Last zu sein.,,"Bedienung, serv, neg,",,,,,,,,,,,,,,,
"Suppe war nicht heiß, kümmerte den Service aber nicht.",,"Service, serv, neg,","Suppe, food, neg,",,,,,,,,,,,,,,
"Am LOC gelegen, wird hier leckeres Bier und zünftiges Essen serviert.",,"Bier, food, pos,","Essen, food, pos,",,,,,,,,,,,,,,
"Nach der BUGA in RESTAURANT_NAME - tolle Location, mega leckeres Essen und ganz wichtig - ein toller, freundlicher und sehr zuvorkommender Service 👍 Wir kommen wieder!",,"RESTAURANT_NAME, restaurantg, pos,","Essen, food, pos,","Service, serv, pos,",,,,,,,,,,,,,
Das Restaurant bietet für jeden Geschmack etwas.,,"Geschmack, food, pos,",,,,,,,,,,,,,,,
"Man bezahlt viel Geld für eine kleine Pastaportion, die nicht gut schmeckt.",,"Pastaportion, food, neg,","Pastaportion, price, neg,",,,,,,,,,,,,,,
Das LOC ist sicherlich eines der besten in LOC.,,"LOC, restaurantg, pos,",,,,,,,,,,,,,,,
Menu gab es nur Tischweise ohne Auswahlmöglichkeiten für Vegetarier.,,"Auswahlmöglichkeiten für Vegetarier, food, neg,",,,,,,,,,,,,,,,
"Das Essen war maximal auf Burger King Niveau - das sollte allerdings für solch ein großes bekanntes Restaurant bzw. ""Café"" nicht der Anspruch sein.",,"Essen, food, neg,",,,,,,,,,,,,,,,
Zum Korrigieren war der Kellner nicht bereit!,,"Kellner, serv, neg,",,,,,,,,,,,,,,,
"Flammkuchen spitze, Tochter fand steig megagut!",,"Flammkuchen, food, pos,","steig, food, pos,",,,,,,,,,,,,,,
"Vom Service gab es keine Nachfrage, warum wir das Gericht komplett zurückgehen haben lassen.",,"Service, serv, neg,",,,,,,,,,,,,,,,
Es ist eine super Atmosphäre,,"Atmosphäre, amb, pos,",,,,,,,,,,,,,,,
Der Kunde von unserer Firma war auch negativ gestimmt und weitere Kundengespräche werden nicht mehr dort durchgeführt.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Auch das Kalbsschnitzel mit warmen Kartoffel-Gurkensalat sehr schön auf einem Holzbrett und einem Töpfchen serviert war sehr lecker.,,"Kalbsschnitzel mit warmen Kartoffel-Gurkensalat, food, pos,",,,,,,,,,,,,,,,
Beides sehr gut.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Das Essen war sehr gut!,,"Essen, food, pos,",,,,,,,,,,,,,,,
"Man bekommt feinste frische und meist hausgemachte Sachen, herrliche Aufstriche, vorzügliche Käse- und Wurstvariationen, duftende Brioche, süße und salzige Spezialitäten ... alles stets liebevoll zubereitet ... dazu das stylische Ambiente; vorzüglich geführt ist es ohnehin.",,"frische und, food, pos,","NULL, food, pos,","Aufstriche, food, pos,","Käse- und Wurstvariationen, food, pos,","Brioche, food, pos,","Spezialitäten, food, pos,","Ambiente, amb, pos,","NULL, serv, pos,",,,,,,,,
"Dann LOC Knipp - Knipp, Gurken und Apfelmus fein, kann man nicht viel falsch machen.",,"Gurken, food, pos,","Apfelmus, food, pos,",,,,,,,,,,,,,,
"Dennoch erinnerte sie mehr an eine fertig Pizza als an eine Pizza, wo der Teich frisch zubereitet worden ist.",,"NULL, food, neg,",,,,,,,,,,,,,,,
"Qualität super, gerne werden wir wieder kommen",,"NULL, restaurantg, pos,","NULL, food, pos,",,,,,,,,,,,,,,
"So ließen wir einen Großteil des Salates stehen, weil wir —eigentlich gute Esser— satt waren.",,"Salates, food, neg,",,,,,,,,,,,,,,,
Der Service um und mit Herrn Zeyer ist eine Klasse für sich.,,"Service, serv, pos,","Herrn Zeyer, serv, pos,",,,,,,,,,,,,,,
"Das Lokal war trotz Wochenende wirklich schlecht besucht, so hoch wie ich die Preise in Erinnerung hatte, waren sie aber gar nicht.",,"Preise, price, neu,",,,,,,,,,,,,,,,
Das Personal freundlich.,,"Personal, serv, pos,",,,,,,,,,,,,,,,
"Gepflegtes Bier (0,5 Liter) und süffiger Wein.",,"Bier, food, pos,","Wein, food, pos,",,,,,,,,,,,,,,
Sehr nettes und zuvorkommendes Personal.,,"Personal, serv, pos,",,,,,,,,,,,,,,,
Auf übermäßig Freundlichkeit des Service verzichtet man.,,"Service, serv, neg,",,,,,,,,,,,,,,,
Ich weiß nicht was das soll.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Wir hatten einen wunderbaren Abend in der oberen Etage des Restaurants.,,"NULL, amb, pos,",,,,,,,,,,,,,,,
"Geniale, hausgemachte Hühnerbouillon mit Eierstich, wirklich gut.",,"Hühnerbouillon mit Eierstich, food, pos,",,,,,,,,,,,,,,,
Mitarbeiter unterhalten sich an der Küchentheke ….. macht nicht den besten Eindruck!,,"Mitarbeiter, serv, neg,",,,,,,,,,,,,,,,
"Ein arroganter, schlecht gelaunter farbiger Türsteher am Einlass befahl uns jedoch im Imperativ begleitet von abfälligen Gesten, dass wir uns am Ende der Schlange wieder anstellen sollten, obwohl wir natürlich keinen Tisch mehr wollten.",,"Türsteher, serv, neg,",,,,,,,,,,,,,,,
Schnelle Küche mit geringem Anspruch.,,"Küche, serv, neg,",,,,,,,,,,,,,,,
Die Steaks und Burger sahen MEGA aus.,,"Steaks, food, pos,","Burger, food, pos,",,,,,,,,,,,,,,
"Carpaccio ein Traum 😍 Leider war bei einem Steak der Gargrad falsch, darf eigentlich nicht passieren in so einem Haus.",,"Carpaccio, food, pos,","Steak, food, neg,",,,,,,,,,,,,,,
Das war dieses Mal leider nichts.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Sehr zu empfehlen.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
"Ein solides italienisches Restaurant in der LOC, mit selbstgemachte Pasta, guter Auswahl und immer wieder ein Besuch wert.",,"Restaurant, restaurantg, pos,","Auswahl, food, pos,","NULL, restaurantg, pos,",,,,,,,,,,,,,
"Auch das Personal ist sehr freundlich, hilfsbereit und zuvorkommend!",,"Personal, serv, pos,",,,,,,,,,,,,,,,
Ganz klare Empfehlungen unsererseits.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Toll finde ich auch die Speisekarte.,,"Speisekarte, food, pos,",,,,,,,,,,,,,,,
Zu guter letzt wollte man uns für den Wein mehr berechnen als auf der Karte steht 🙁,,"NULL, serv, neg,",,,,,,,,,,,,,,,
"Auch wenn das Ambiente nicht so ansprechend war, hat uns doch das Konzept und die Frische der Speisen überzeugt.",,"Ambiente, amb, neg,","Speisen, food, pos,",,,,,,,,,,,,,,
"Das ich für ein Alt 2,65€ zahle ist ja fast ok, aber wenn ich mir in LOC Flöns bestelle und dann ein 3cm langes Stückchen Blutwurst bekomme, find ich es nicht mehr lustig",,"NULL, price, neg,",,,,,,,,,,,,,,,
Es war wie immer einfach perfekt.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Sehr aufmerksame und nette Bedienung.,,"Bedienung, serv, pos,",,,,,,,,,,,,,,,
Wir kommen gerne wieder!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Das Bier schmeckt und die Köbes haben die liebenswerte witzige Art.,,"Bier, serv, pos,","Köbes, serv, pos,",,,,,,,,,,,,,,
"Unsere 6 jährige Tochter kann ""leider"" noch kein Englisch - das hat das LOC aber scheinbar nicht verstanden 😉 Für uns war es der letzte Besuch.",,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Bei einer sehr freundlichen Kellnerin zwei Kölsch bestellt.,,"Kellnerin, serv, pos,",,,,,,,,,,,,,,,
Die Chefin war sehr freundlich und es hat Spaß gemacht sich mit ihr zu unterhalten.,,"Chefin, serv, pos,",,,,,,,,,,,,,,,
Im 1.OG ist die Einrichtung sehr ungemütlich und viel zu wenig Abstand zwischen den Tischen.,,"Einrichtung, amb, neg,","Abstand zwischen den Tischen, amb, neg,",,,,,,,,,,,,,,
"Sie war sehr dünn, der Geschmack, soweit vorhanden, kam nur von etwas Lauch.",,"NULL, food, neg,",,,,,,,,,,,,,,,
"Die Vorspeise war per sè schön angerichtet und hat auch geschmeckt.... bekamen was anderes als Burrata wegen laktose, danach ging leider der Tiefflug, angehend von der Karte, in einen Sturzflug über.",,"Vorspeise, food, pos,","NULL, food, neg,",,,,,,,,,,,,,,
Ich werde dort nicht noch einmal essen.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
"Mein Fazit: Aufgrund der Essensqualität würde ich dem Brauhaus noch eine Chance geben (darum auch drei Sterne), aber an der Servicequalität muss definitiv schwer gearbeitet werden.",,"Essensqualität, food, pos,","Servicequalität, serv, neg,",,,,,,,,,,,,,,
"Das Schnitzel meiner Frau war aus der Fritteuse, die Bratkartoffeln geschmacklos und kaum angebraten.",,"Bratkartoffeln, food, neg,",,,,,,,,,,,,,,,
Essen und Getränke wurden in super zeitlichen Rahmen serviert.,,"Essen, food, pos,","Getränke, food, pos,",,,,,,,,,,,,,,
"Leider war der Speck nicht wie angekündigt knusprig, sondern wurde eher in der Sauce gebraten.",,"Speck, food, neg,",,,,,,,,,,,,,,,
"Leckeres Bier, sehr freundliche Köbes, Außengastronomie trotz Baustelle ansprechend.",,"Bier, food, pos,","Köbes, serv, pos,","Außengastronomie, amb, pos,",,,,,,,,,,,,,
Sehr schöne Lage mit Blick auf die LOC.,,"Lage, amb, pos,","Blick auf die LOC, amb, pos,",,,,,,,,,,,,,,
Trotz Reservierung unfreundlich abgewiesen.,,"NULL, serv, neg,",,,,,,,,,,,,,,,
"30% - ausreichend Personal, System der Annahme von Bestellungen nicht erkennbar.",,"System der Annahme von Bestellungen, serv, neg,",,,,,,,,,,,,,,,
Ist nämlich einfach nur schlechter Stil.,,"Stil, amb, neg,",,,,,,,,,,,,,,,
"Mega leckeres Essen, super Preis-Leistungsverhältnis, schönes Ambiente, leckere Bierauswahl, kurze Wartezeit und das absolute Highlight war unsere super sympathische Bedienung Lena, ein spezielles Dankeschön an sie.",,"Essen, food, pos,","Preis-Leistungsverhältnis, price, pos,","Ambiente, amb, pos,","Bierauswahl, food, pos,","Wartezeit, serv, pos,","Lena, serv, pos,",,,,,,,,,,
Weiter so!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Für einen solchen Preis erwarte ich Qualität .,,"Preis, price, neg,","NULL, restaurantg, neg,",,,,,,,,,,,,,,
Frisch gezapft natürlich klasse.,,"NULL, food, pos,",,,,,,,,,,,,,,,
Parkplätze sind ausreichend vorhanden.,,"Parkplätze, amb, pos,",,,,,,,,,,,,,,,
War von der Qualität der Tapas sehr enttäuscht.,,"Tapas, food, neg,",,,,,,,,,,,,,,,
Hatten vor Wochen reserviert...der zugewiesene Tisch war wirklich schlecht als wir darauf hingewiesen haben hat man uns einen noch schlechteren Tisch zugewiesen obwohl das Restaurant ziemlich leer war.,,"Tisch, amb, neg,","Tisch, amb, neg,",,,,,,,,,,,,,,
LOC hat im laufe der Zeit nachgelassen.,,"LOC, restaurantg, neg,",,,,,,,,,,,,,,,
Es war wirklich eine 10/10!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
":)Großer Dank gilt hier unserer Bedienung Susanna, die höflichst und in bester italienischer Manier auf unsere Wünsche eingegangen ist!",,"Susanna, serv, pos,",,,,,,,,,,,,,,,
Das war wirklich schade und hier stimmt das Preis-Leistungs-Verhältnis gar nicht.,,"Preis-Leistungs-Verhältnis, price, neg,",,,,,,,,,,,,,,,
Es war ein toller Abend.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Die Bratkartoffeln schmeckten teilweise alt.,,"Bratkartoffeln, food, neg,",,,,,,,,,,,,,,,
Es wurde alles frisch zubereitet und nach der Bestellung zügig an den Tisch gebracht.,,"NULL, food, pos,","NULL, serv, pos,",,,,,,,,,,,,,,
"Man kann gerne zum Wagner weil es eine urige Kneipe ist, LOC sollte man aber nicht unbedingt.",,"Wagner, restaurantg, neu,",,,,,,,,,,,,,,,
Auch der bestellte Wein kam erst nach dem Essen.,,"Wein, serv, neg,",,,,,,,,,,,,,,,
Schnelle Bedienung trotz voller Auslastung.,,"Bedienung, serv, pos,",,,,,,,,,,,,,,,
Kommen immer wieder gerne!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Nur noch 1 Punkt überzeugte...der Service.,,"Service, serv, pos,",,,,,,,,,,,,,,,
Das Schnitzel (zwei längliche Schnitzelstücke) war von Form und Beschaffenheit der Panade ein Convenient-Produkt.,,"Schnitzel, food, neg,","Schnitzelstücke, food, neg,",,,,,,,,,,,,,,
"Eine Haxe für EUR 26,50 ist schon preislich ambitioniert.",,"Haxe, price, neg,",,,,,,,,,,,,,,,
Aber freundliche und schnelle Bedienung.,,"Bedienung, serv, pos,",,,,,,,,,,,,,,,
Wir kommen erst Mal laaange Zeit nicht mehr.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Sehr zum Empfehlen.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
"Überfordertes Personal, mittelmäßiges Essen, man zahlt dafür, dass man im Zentrum von LOC ist.",,"Personal, serv, neg,","Essen, food, neu,",,,,,,,,,,,,,,
Das können viele besser.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Wenn da nicht die traumhafte Aussicht wäre …,,"Aussicht, amb, pos,",,,,,,,,,,,,,,,
Vorspeise Zaziki ganz nach meinem Geschmack.,,"Zaziki, food, pos,",,,,,,,,,,,,,,,
"Das war kein Vergleich zum LOC: Hier, im LOC, gab es deutlich besseres Essen und eine bessere Serviceleistung, lag auch an einer Servicekraft (Andrea).",,"Essen, food, pos,","Serviceleistung, serv, pos,","Andrea, serv, pos,",,,,,,,,,,,,,
Der Service ist gut und freundlich.,,"Service, serv, pos,",,,,,,,,,,,,,,,
Auch die Wein Empfehlung war super.,,"Wein Empfehlung, food, pos,",,,,,,,,,,,,,,,
Das Essen war bisher immer Klasse.,,"Essen, food, pos,",,,,,,,,,,,,,,,
Das Essen ist okay mehr aber auch nicht.,,"Essen, food, neu,",,,,,,,,,,,,,,,
SERVICEWir wurden nach dem Eintritt ins Restaurant freundlich begrüßt und konnten auch den Platz frei wählen.,,"NULL, serv, pos,",,,,,,,,,,,,,,,
"Wir waren uns einig: Sooo schlecht wir hier, war das Paket noch nie !",,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Rundum einfach gemütlich und fein.,,"NULL, amb, pos,","NULL, food, pos,",,,,,,,,,,,,,,
"Das Essen war in Ordnung, der Service Durchschnitt, der Preis mittel.",,"Essen, food, neu,","Service, serv, neu,","Preis, price, neu,",,,,,,,,,,,,,
Für diesen Preis trotzdem eine Zumutung.,,"Preis, price, neg,","NULL, restaurantg, neg,",,,,,,,,,,,,,,
Essen war lecker.,,"Essen, food, pos,",,,,,,,,,,,,,,,
"Mit 3 Kartöffelchen und einem Schlag Aioli, 3 mini Teigtaschen mit Tomatensosse und minimalem Thunfischgeschmack statt Thunfisch, kann man dann nicht zufrieden sein.",,"Kartöffelchen, food, neg,","Aioli, food, neg,","Teigtaschen, food, neg,","Tomatensosse, food, neg,",,,,,,,,,,,,
Belag teilweise Tiefkühlware.,,"Belag, food, neg,",,,,,,,,,,,,,,,
RESTAURANT_NAME ist eine ganz wunderbare Lokalität auf dem LOC.,,"RESTAURANT_NAME, restaurantg, pos,",,,,,,,,,,,,,,,
Wir haben uns von der ersten Minute an sehr wohl gefühlt.,,"NULL, amb, pos,",,,,,,,,,,,,,,,
"Die Bestellung wurde aufgegeben und kurze Zeit später wurde unser Essen bereits serviert, heiß, deftig und ein Genuss!",,"Essen, food, pos,",,,,,,,,,,,,,,,
"Jetzt waren wir wieder hier, und ich muss sagen es hat stark nachgelassen.",,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
"Das Essen war soweit in Ordnung, Standard würde ich sagen dafür aber 2-3 Euro zu teuer.",,"Essen, food, neu,","Essen, price, neg,",,,,,,,,,,,,,,
"Obwohl es ein sehr großes Lokal ist, konnten wir uns sehr gut unterhalten und fanden die Atmosphäre sehr angenehm.",,"Atmosphäre, amb, pos,",,,,,,,,,,,,,,,
DieTische sind klein und so eng gestellt das man das Gefühl hat beim Nachbarn auf dem Schoß zu sitzen.,,"DieTische, amb, neg,",,,,,,,,,,,,,,,
Der Service war aufmerksam und zuvorkommend wie immer.,,"Service, serv, pos,",,,,,,,,,,,,,,,
"Die große Platte beinhaltete zwar 12 Beilagen, aber dieser Preis war nicht fair.",,"Preis, price, neg,",,,,,,,,,,,,,,,
23 abends dann doch etwas frisch auf der Terrasse.,,"Terrasse, amb, neg,",,,,,,,,,,,,,,,
Der Kartoffelsalat war nicht mehr so gut.,,"Kartoffelsalat, food, neg,",,,,,,,,,,,,,,,
Auch die Schnitzel kamen innerhalb einer 5-Minuten Frist und waren Massenware.,,"Schnitzel, food, neg,",,,,,,,,,,,,,,,
Leckere Tapas zu vernünftigen Preisen haben wir hier gefunden.,,"Tapas, food, pos,","Preisen, price, pos,",,,,,,,,,,,,,,
"In Bezug auf Servicequalität kann die Leitung des Hauses nach unserer Erfahrung noch deutlich nachbessern und den Anreiz für Gäste erhöhen, dort zu speisen.",,"Leitung, serv, neg,",,,,,,,,,,,,,,,
"Die linguini waren zu durch, die Pasta Saucen generell eher unterdurchschnittlich und selbst die gnocchi mit Trüffeln waren leider nicht lecker.",,"linguini, food, neg,","Pasta Saucen, food, neg,","gnocchi mit Trüffeln, food, neg,",,,,,,,,,,,,,
Sehr netter Service!,,"Service, serv, pos,",,,,,,,,,,,,,,,
Highlight: Aufmerksamkeit der Bedienung Marco.,,"Marco, serv, pos,",,,,,,,,,,,,,,,
Freundliches und flinkes Personal .,,"Personal, serv, pos,",,,,,,,,,,,,,,,
Beim zweiten Mal waren wir uns einig - so geht‘s nicht.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
"Zu abgehoben, man fühlt sich vorgeführt.",,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Aber er war nicht ganz schlecht.,,"NULL, restaurantg, neu,",,,,,,,,,,,,,,,
Wir kommen wieder.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Essen war sehr lecker.,,"Essen, food, pos,",,,,,,,,,,,,,,,
Das Personal ist sehr nett und freundlich.,,"Personal, serv, pos,",,,,,,,,,,,,,,,
Hier wird man schlicht verarscht.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
"Schon beim betreten hat der Wirt respektlose und super unfreundliche Bemerkungen gemacht, ging dann so weiter und beim Bezahlungen hat ein anderer angestellter auch angefangen zu meckern.",,"Wirt, serv, neg,","angestellter, serv, neg,",,,,,,,,,,,,,,
"Wer etwas besonderes sucht und das gewiss Etwas, ist hier richtig: charmantes, unaufdringliches Flair, familiäre und persönliche Atmosphäre und besondere, überwiegend unbekannte Nudelspezalitäten.",,"Flair, amb, pos,","Atmosphäre, amb, pos,","Nudelspezalitäten, food, pos,",,,,,,,,,,,,,
"Es sei denn, man steht darauf, vom Eigentümer beleidigt zu werden.",,"Eigentümer, serv, neg,",,,,,,,,,,,,,,,
Die Rechnung kam dagegen sehr schnell,,"NULL, serv, pos,",,,,,,,,,,,,,,,
Bereits die Online-Reservierung war komplett unkompliziert.,,"NULL, serv, pos,",,,,,,,,,,,,,,,
Wir waren hier zum Mittagessen und wurden eher enttäuscht.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Hätte gerne nach dem tollen Essen einen Fernet Branca bestellt.,,"Essen, food, pos,",,,,,,,,,,,,,,,
Das LOC ist ein Haus mit Tradition (seit 1765) und damit für jeden Dresden-Besucher ein absolutes Muss.,,"LOC, restaurantg, pos,",,,,,,,,,,,,,,,
"Mit einem Blick für das Geschehen und dennoch zum Plausch aufgelegt, erhielten wir das Gefühl wertgeschätzte Gäste zu sein.",,"NULL, serv, pos,",,,,,,,,,,,,,,,
Das Personal - drei Personen- diskutierte lautstark eigene Probleme und saß dabei phasenweise mit dem Rücken zu den wenigen Gästen an einem Tisch.,,"Personal, serv, neg,",,,,,,,,,,,,,,,
"Tiho, der Beste, hat uns bedient, super freundlich, zuvorkommend und hat uns jeden Wunsch von den Augen abgelesen.",,"Tiho, serv, pos,",,,,,,,,,,,,,,,
Das Preis- Leistungsverhältnis ist für die LOC eher günstig.,,"Preis- Leistungsverhältnis, price, pos,",,,,,,,,,,,,,,,
"Man sitzt sehr schön, vor allem LOC Weihnachtszeit.",,"NULL, amb, pos,",,,,,,,,,,,,,,,
"Die kostenpflichtige Schinkennummer wird auch nicht dadurch besser, dass sie von den Vorbesitzern erfunden wurde.",,"Schinkennummer, food, neg,",,,,,,,,,,,,,,,
Das Personal war herzlich und aufmerksam.,,"Personal, serv, pos,",,,,,,,,,,,,,,,
Komme sehr gerne wieder.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Insbesondere die Livemusik macht das Ganze zu einer tollen Erfahrung.,,"Livemusik, amb, pos,",,,,,,,,,,,,,,,
Teilweise nur sehr enge Bestuhlung.,,"Bestuhlung, amb, neg,",,,,,,,,,,,,,,,
"Lange drauf gefreut, sehr enttäuscht.",,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Schade.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Man fühlt sich gleich wie im Urlaub.,,"NULL, amb, pos,",,,,,,,,,,,,,,,
Sehr schön .,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
"Touristisch, altmodisch eingerichtet, Essen mäßig, Wiener Schnitzel in der Fritteuse, zu lange drin gewesen, matschige Bratkartoffeln, einzig der Service war nett und zuvorkommend.",,"Essen, food, neu,","NULL, amb, neg,","Wiener Schnitzel, food, neg,","Bratkartoffeln, food, neg,","Service, serv, pos,",,,,,,,,,,,
"Die beiden Kellner haben aber auch nach 50 Minuten keine Bestellung aufgenommen, obwohl die Tische neben uns bedient wurden.",,"Kellner, serv, neg,",,,,,,,,,,,,,,,
"Meinen Vorrednern kann ich mich dahingehend anschließen, dass die bayerische Küche gut und das Augustiner -Bier sehr gepflegt ist.",,"Küche, food, pos,","Augustiner -Bier, food, pos,",,,,,,,,,,,,,,
"Die Kellnerin, eine ältere, stattliche Frau, war stets bemüht, keine Freundlichkeit aufkommen zu lassen.",,"Kellnerin, serv, neg,",,,,,,,,,,,,,,,
Reklamation mit Schulterzucken quittiert,,"Reklamation, serv, neg,",,,,,,,,,,,,,,,
"Immer wieder gerne, sehr nettes und kompetentes Personal.",,"Personal, serv, pos,","NULL, restaurantg, pos,",,,,,,,,,,,,,,
Wir haben bisher immer sehr gut gegessen egal was wir von der Standardkarte oder der Tageskarte gegessen haben.,,"NULL, food, pos,",,,,,,,,,,,,,,,
Immer wieder gerne!!!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Dementsprechend voll ist es.,,"NULL, amb, neg,",,,,,,,,,,,,,,,
Bald wieder!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Wir können das Restaurant auf jeden Fall empfehlen.,,"Restaurant, restaurantg, pos,",,,,,,,,,,,,,,,
"Beim Bezahlen gaben wir dem Kellner dann Trinkgeld, was scheinbar nicht ausreichend war, weil er uns mit den Worten „ach heute ist nicht mehr drin?“ verabschiedete.",,"Kellner, serv, neg,",,,,,,,,,,,,,,,
Die sehr freundliche Kellnerin namens Eva (der Name stand auf einem Begrüssungskärtchen) war sehr angenehm und Aufmerksam.,,"Eva, serv, pos,",,,,,,,,,,,,,,,
Alles in allem eine Unverschämtheit.,,"NULL, restaurantg, neg,",,,,,,,,,,,,,,,
Die Burger waren sehr lecker mit guten Brötchen und perfekter Zubereitung.,,"Burger, food, pos,","Brötchen, food, pos,",,,,,,,,,,,,,,
Qualität der Speisen und Optik in Ordnung.,,"Speisen, food, neu,",,,,,,,,,,,,,,,
Nix zu bemängeln.,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Kleines Lokal mit unglaublich guter Küche !,,"Küche, food, pos,",,,,,,,,,,,,,,,
Wer sich bestrafen möchten bestellt ein Steak Tartare.,,"Steak Tartare, food, neg,",,,,,,,,,,,,,,,
Der Blick von der Dachterasse ist der Wahnsinn.,,"Blick von der Dachterasse, amb, pos,",,,,,,,,,,,,,,,
"Die Vorspeisen sind normalerweise sehr zu empfehlen,aber hier stimmt das Preis-Leistungsverhältnis überhaupt nicht mehr.",,"Vorspeisen, food, pos,","Vorspeisen, price, neg,",,,,,,,,,,,,,,
"Wir wiesen den Chef de Service darauf hin, dass der Platz ungenügend war.",,"Platz, amb, neg,",,,,,,,,,,,,,,,
Wir kommen gerne wieder!,,"NULL, restaurantg, pos,",,,,,,,,,,,,,,,
Pizza nur noch spärlich belegt.,,"Pizza, food, neg,",,,,,,,,,,,,,,,
Gefühlt wie abgezockt.,,"NULL, price, neg,",,,,,,,,,,,,,,,
Preis/Leistung stimmt nicht..,,"Preis/Leistung, price, neg,",,,,,,,,,,,,,,,
